iter	MultiClass
405	0.4962077039
406	0.4960696979
407	0.4958822244
408	0.4956635759
409	0.4955285904
410	0.4953906716
411	0.4952664265
412	0.4951074765
413	0.4950189053
414	0.4948787168
415	0.4946423488
416	0.4944392678
417	0.4942676559
418	0.49412137
419	0.4939458922
420	0.4938523728
421	0.49374291
422	0.4936303611
423	0.4934653736
424	0.49337228
425	0.4931896582
426	0.4931217179
427	0.4930004515
428	0.4929530336
429	0.4927788591
430	0.4925339792
431	0.4924050828
432	0.4921999076
433	0.4920553202
434	0.4919482204
435	0.4918095536
436	0.4916478066
437	0.4914998827
438	0.4913115735
439	0.4911312081
440	0.4910028258
441	0.490908402
442	0.4907872084
443	0.4907114993
444	0.490579939
445	0.4903912655
446	0.4902223609
447	0.4900965421
448	0.4899753665
449	0.4897882883
450	0.489616145
451	0.4895077162
452	0.4894084513
453	0.4892390114
454	0.4890888636
455	0.488954912
456	0.4888881337
457	0.4887248919
458	0.4885108463
459	0.4883305769
460	0.4882371677
461	0.4881397109
462	0.4879928595
463	0.4878573349
464	0.4877165456
465	0.4875681645
466	0.4874838924
467	0.4874008757
468	0.487289501
469	0.4871578595
470	0.4870464232
471	0.4868418634
472	0.4867322783
473	0.4866594343
474	0.4865398208
475	0.4864259116
476	0.4863048815
477	0.4861309922
478	0.4860594048
479	0.4858437408
480	0.4857079639
481	0.4855749219
482	0.4854449032
483	0.4853182839
484	0.4851736911
485	0.4850527244
486	0.4849165022
487	0.4847857436
488	0.4846833517
489	0.4845140001
490	0.4844259809
491	0.4843058583
492	0.4842096664
493	0.4840828234
494	0.483915128
495	0.4837897845
496	0.4836500391
497	0.4835624391
498	0.4834453616
499	0.4832474823
500	0.483135799
501	0.4830310841
502	0.4829037045
503	0.4827579529
504	0.4826643513
505	0.4825316743
506	0.4824381235
507	0.4822809211
508	0.4821634382
509	0.4820879868
510	0.4819833987
511	0.4818816109
512	0.4817991144
513	0.4816530936
514	0.4815334195
515	0.4814041135
516	0.4812994683
517	0.4812226052
518	0.4811161536
519	0.4810425867
520	0.4809793122
521	0.4809030644
522	0.4807677363
523	0.480661707
524	0.4805806615
525	0.4804339803
526	0.4803685278
527	0.4802090878
528	0.4801144597
529	0.4799618906
530	0.47983798
531	0.4797491695
532	0.4796286214
533	0.4795109227
534	0.4794709161
535	0.4794064952
536	0.4792808059
537	0.4791239693
538	0.4790234146
539	0.4788817143
540	0.4787533821
541	0.4786896369
542	0.4785417535
543	0.4784867075
544	0.4784371698
545	0.4783141477
546	0.4782258799
547	0.4781049007
548	0.4779927963
549	0.4779021851
550	0.4777900574
551	0.4777046383
552	0.477621469
553	0.4775302762
554	0.4774374795
555	0.4773605608
556	0.4772749861
557	0.4771657208
558	0.4771032452
559	0.4770070867
560	0.4768951584
561	0.4768154795
562	0.4767595233
563	0.4766470386
564	0.4765671587
565	0.476453509
566	0.4764066518
567	0.476268429
568	0.4761432185
569	0.4760714565
570	0.4759422486
571	0.4758704122
572	0.4757457629
573	0.4756415412
574	0.4755605038
575	0.4754698242
576	0.475374303
577	0.4752404869
578	0.4750345956
579	0.4749905494
580	0.4749231093
581	0.4748181991
582	0.4747229888
583	0.4746508228
584	0.4744988526
585	0.4743626145
586	0.4742801034
587	0.4741739603
588	0.4740567444
589	0.47392479
590	0.4738350347
591	0.4737083506
592	0.4735889149
593	0.4734797218
594	0.4734320334
595	0.4732785882
596	0.4731633507
597	0.4730313958
598	0.4729218318
599	0.4728354004
600	0.472716052
601	0.472593507
602	0.4724609848
603	0.4723556942
604	0.4722437429
605	0.4721296304
606	0.4720526693
607	0.4719758148
608	0.4718874724
609	0.4717977814
610	0.4716959094
611	0.4715979234
612	0.4715070586
613	0.4714277015
614	0.4713806388
615	0.4713301672
616	0.4712602114
617	0.4711657137
618	0.4710429808
619	0.4709622815
620	0.4708355761
621	0.4707707316
622	0.4706036264
623	0.4705568999
624	0.4704833734
625	0.4703719013
626	0.470280319
627	0.4701876124
628	0.4700981432
629	0.4699642981
630	0.4698326919
631	0.4697501198
632	0.4696575086
633	0.4695508378
634	0.469455221
635	0.4693324456
636	0.4692618907
637	0.4691589473
638	0.4691038866
639	0.4689126024
640	0.4688067202
641	0.46869941
642	0.468666235
643	0.4686120556
644	0.4685182043
645	0.4684574047
646	0.4683268869
647	0.468269461
648	0.4681401135
649	0.4680662795
650	0.4679813903
651	0.4678103253
652	0.4677646462
653	0.467700282
654	0.4676110276
655	0.467532246
656	0.4674551281
657	0.4673693719
658	0.4672289865
659	0.4671686665
660	0.4671156595
661	0.467031299
662	0.4669014315
663	0.4668445944
664	0.466809765
665	0.4667276996
666	0.4666308474
667	0.4665329466
668	0.4664794376
669	0.466388432
670	0.4663205458
671	0.4662767081
672	0.4661947575
673	0.4661041419
674	0.4660525345
675	0.4659607531
676	0.4658509726
677	0.4657761736
678	0.4656453044
679	0.4655771172
680	0.4655460454
681	0.4654525812
682	0.465395789
683	0.4652661731
684	0.4651799878
685	0.4650821028
686	0.4649552944
687	0.4648842157
688	0.4647979404
689	0.464701947
690	0.4646079764
691	0.464526576
692	0.4644394706
693	0.464398615
694	0.4643310508
695	0.4642171719
696	0.4641343244
697	0.464072989
698	0.4639450723
699	0.4638564009
700	0.4637625235
701	0.4636898815
702	0.4635979021
703	0.4635612667
704	0.4635340372
705	0.4634276397
706	0.4633501717
707	0.4632821705
708	0.4631745118
709	0.4630696233
710	0.4629504623
711	0.4628591155
712	0.4627809112
713	0.4627536987
714	0.4627061531
715	0.4626275788
716	0.4625919152
717	0.4624810901
718	0.4623530409
719	0.4622663621
720	0.4621365344
721	0.4620199617
722	0.4619360145
723	0.4618538136
724	0.4617724752
725	0.4617233868
726	0.4616137412
727	0.4615655223
728	0.4614737902
729	0.4613692443
730	0.4612988192
731	0.4612339504
732	0.4611441528
733	0.4610540706
734	0.460964875
735	0.4608734851
736	0.4607891601
737	0.4607440961
738	0.4606847883
739	0.4606375614
740	0.4605763928
741	0.46043498
742	0.4604042467
743	0.4602667416
744	0.4601954649
745	0.4601387029
746	0.460067069
747	0.4600287264
748	0.4599696434
749	0.4598717949
750	0.4597947905
751	0.4597724138
752	0.4597206853
753	0.4596433913
754	0.4595430078
755	0.4594157651
756	0.4593414173
757	0.4592790652
758	0.4591804692
759	0.4590824145
760	0.4589976748
761	0.4589474847
762	0.4588648656
763	0.4588013168
764	0.4587392491
765	0.4586466287
766	0.4585926386
767	0.4585045187
768	0.4583882694
769	0.4582699871
770	0.4582166386
771	0.4581429606
772	0.4580727649
773	0.4579438373
774	0.4578328356
775	0.4577441058
776	0.4576920187
777	0.457619528
778	0.4575453961
779	0.4574631944
780	0.4573461414
781	0.4572737601
782	0.457169027
783	0.4570609153
784	0.456965435
785	0.456822432
786	0.4567505888
787	0.4566524116
788	0.4564894095
789	0.456433187
790	0.4563819988
791	0.456296783
792	0.4562361765
793	0.4561619452
794	0.456034901
795	0.455974919
796	0.4558990787
797	0.4558048114
798	0.4557312907
799	0.4556004823
800	0.4555098271
801	0.4554335473
802	0.4553128843
803	0.4552533737
804	0.4551714446
805	0.4551091198
806	0.4550571079
807	0.4549902688
808	0.4549825018
809	0.4549015419
810	0.454831988
811	0.4547583214
812	0.4546430622
813	0.4545803778
814	0.4544922672
815	0.4544451473
816	0.4543644736
817	0.4542755664
818	0.4542186432
819	0.4541435516
820	0.4540195736
821	0.4539700829
822	0.4539396062
823	0.453825192
824	0.4537545121
825	0.4537166094
826	0.4536709836
827	0.4535828234
828	0.4534704175
829	0.4533742576
830	0.4533145381
831	0.4532575194
832	0.4532210466
833	0.4531274329
834	0.4530480327
835	0.4529923553
836	0.4529276959
837	0.4528541416
838	0.4528172504
839	0.4527404986
840	0.4526273159
841	0.4525594914
842	0.4525058643
843	0.4524724923
844	0.4524057138
845	0.452365289
846	0.4522213209
847	0.4521580305
848	0.4520971592
849	0.4520024111
850	0.451941918
851	0.4518938221
852	0.4518590048
853	0.4517676501
854	0.4516349164
855	0.4515865816
856	0.4515410727
857	0.4514762002
858	0.4513954426
859	0.4513145223
860	0.4511967934
861	0.4511019932
862	0.4510051797
863	0.4509202257
864	0.4508596745
865	0.4507409359
866	0.4505906923
867	0.4505136182
868	0.4504442381
869	0.4503843423
870	0.4503431198
871	0.4502319971
872	0.4501734508
873	0.4501351128
874	0.4500202097
875	0.4499237465
876	0.4498869346
877	0.4498065594
878	0.4496774253
879	0.4496090554
880	0.4495213146
881	0.4494862618
882	0.4493874737
883	0.4492416915
884	0.4492216359
885	0.4491095724
886	0.4490175656
887	0.4489220402
888	0.448881591
889	0.4488461408
890	0.4488041226
891	0.4487053782
892	0.4486345887
893	0.4485987913
894	0.448513407
895	0.4483905285
896	0.4483030655
897	0.4482314521
898	0.4481778762
899	0.4480684123
900	0.447978194
901	0.4479282252
902	0.4478820985
903	0.4478092774
904	0.4477493739
905	0.4477145345
906	0.4476092506
907	0.4475367498
908	0.4474759067
909	0.4474059238
910	0.4473101371
911	0.4472719966
912	0.4471649765
913	0.4471310687
914	0.4470693121
915	0.4469790707
916	0.4469055148
917	0.4468293375
918	0.4467209974
919	0.4466930312
920	0.4465875889
921	0.4465245005
922	0.4464511318
923	0.446402363
924	0.4463600841
925	0.446289685
926	0.4462133286
927	0.446125871
928	0.4460727726
929	0.4459227371
930	0.4458456738
931	0.4457826725
932	0.4457290735
933	0.4456651859
934	0.4455800454
935	0.4454944745
936	0.4453953799
937	0.4453650269
938	0.4452758944
939	0.4451719406
940	0.4451390605
941	0.4450771411
942	0.4450106665
943	0.4449742314
944	0.4449188674
945	0.4448455236
946	0.4447638063
947	0.4447339023
948	0.4446610621
949	0.4446070462
950	0.4445646657
951	0.444536268
952	0.4444786172
953	0.4444105933
954	0.4443421329
955	0.4442977693
956	0.4442467045
957	0.4441835335
958	0.4441155341
959	0.4440374258
960	0.4439772341
961	0.4439360587
962	0.4437977367
963	0.4437452519
964	0.4436741151
965	0.4436298423
966	0.443570838
967	0.4435199016
968	0.4434436459
969	0.4433974586
970	0.4433245966
971	0.4432635196
972	0.4431884691
973	0.4430549054
974	0.4430180005
975	0.4429805223
976	0.4429099467
977	0.4428597967
978	0.4427974851
979	0.4427241035
980	0.4426721809
981	0.4425821387
982	0.4425039903
983	0.4424066336
984	0.4423380564
985	0.4422946339
986	0.4422490289
987	0.4421675538
988	0.4421225569
989	0.4420987261
990	0.4420158889
991	0.4419712271
992	0.4419177974
993	0.4418341319
994	0.4417514829
995	0.4417148415
996	0.4416879286
997	0.4416182948
998	0.4415533298
999	0.4414939248
1000	0.4414274426
1001	0.4413784906
1002	0.4412831291
1003	0.4412589909
1004	0.4411778587
1005	0.4411383124
1006	0.441050471
1007	0.4409629766
1008	0.4408930136
1009	0.4408130763
1010	0.4407431479
1011	0.4406512297
1012	0.4405493942
1013	0.4404543034
1014	0.4403663112
1015	0.440315407
1016	0.4402866758
1017	0.4402476751
1018	0.4401689516
1019	0.4400566062
1020	0.4400024815
1021	0.4399123555
1022	0.4398350713
1023	0.4397576647
1024	0.4397336118
1025	0.4396912217
1026	0.4396265312
1027	0.439562291
1028	0.4394728477
1029	0.4394197758
1030	0.4393700058
1031	0.4393078535
1032	0.4392193249
1033	0.4391789767
1034	0.4390576111
1035	0.4390000181
1036	0.4389442198
1037	0.4388758794
1038	0.4387437674
1039	0.4386858421
1040	0.4386302515
1041	0.4385349019
1042	0.4384758953
1043	0.4384145941
1044	0.4383600722
1045	0.4382873114
1046	0.4382637833
1047	0.4381923591
1048	0.4381372468
1049	0.4380079332
1050	0.4379789868
1051	0.4378941238
1052	0.4378190508
1053	0.4377349002
1054	0.4376488978
1055	0.4375950126
1056	0.4375469521
1057	0.4375012877
1058	0.4374428726
1059	0.4373478852
1060	0.4372916952
1061	0.4372087616
1062	0.4371664482
1063	0.43710959
1064	0.4370638453
1065	0.4369673234
1066	0.4368875806
1067	0.4368207592
1068	0.436726835
1069	0.4366901761
1070	0.4366062002
1071	0.4365610355
1072	0.4365015324
1073	0.4364137087
1074	0.4363586368
1075	0.4363130416
1076	0.436252033
1077	0.4361838518
1078	0.4361019168
1079	0.4360468717
1080	0.4359885556
1081	0.4359467553
1082	0.4358816458
1083	0.4358510257
1084	0.4358018857
1085	0.4357787587
1086	0.4357317003
1087	0.4356956758
1088	0.4356349849
1089	0.4355749146
1090	0.4354934924
1091	0.4354229304
1092	0.4353971323
1093	0.4353362262
1094	0.435328032
1095	0.4352722559
1096	0.4352249538
1097	0.4351891894
1098	0.4351296488
1099	0.4350968638
1100	0.4350451341
1101	0.435024233
1102	0.4349710533
1103	0.4349149462
1104	0.4348670138
1105	0.4347901418
1106	0.4347158543
1107	0.434591189
1108	0.4344765115
1109	0.4344396536
1110	0.4343894162
1111	0.4343414196
1112	0.4342257796
1113	0.4341286865
1114	0.4340506986
1115	0.434020842
1116	0.4340071432
1117	0.4339537371
1118	0.4339113283
1119	0.4338348157
1120	0.4337813979
1121	0.433697047
1122	0.4336022855
1123	0.4335652846
1124	0.433514644
1125	0.4334602624
1126	0.4333705546
1127	0.4332741026
1128	0.4332183972
1129	0.4331700449
1130	0.4330963806
1131	0.4330645949
1132	0.4329850991
1133	0.432926601
1134	0.4328536698
1135	0.4327930411
1136	0.4327777642
1137	0.4327013209
1138	0.4326424547
1139	0.4325848325
1140	0.4325204835
1141	0.4324906585
1142	0.432464234
1143	0.4323854846
1144	0.4323075773
1145	0.4322851171
1146	0.4322628772
1147	0.4321817152
1148	0.432127552
1149	0.4320941017
1150	0.4320304642
1151	0.4319513789
1152	0.4318908644
1153	0.4318135388
1154	0.43175968
1155	0.4317018884
1156	0.4316554356
1157	0.4316025196
1158	0.4315307409
1159	0.4314366134
1160	0.4314069789
1161	0.4313671752
1162	0.4312991234
1163	0.4312572768
1164	0.4312247212
1165	0.431157857
1166	0.4311133669
1167	0.4310307698
1168	0.4309715089
1169	0.4309291768
1170	0.4308543235
1171	0.43080868
1172	0.4307506767
1173	0.4307309873
1174	0.4306430075
1175	0.4305832101
1176	0.4305192556
1177	0.4304486179
1178	0.4303742497
1179	0.4303137176
1180	0.4302203607
1181	0.4301663436
1182	0.4301065569
1183	0.430013588
1184	0.4298905533
1185	0.4298223694
1186	0.4297485921
1187	0.4296711601
1188	0.4296110118
1189	0.4295272818
1190	0.4294063615
1191	0.4293835561
1192	0.4293164503
1193	0.4292130549
1194	0.4291728224
1195	0.4291121789
1196	0.4290685894
1197	0.4289903965
1198	0.4289213593
1199	0.4288771003
1200	0.4288315611
1201	0.4288212121
1202	0.4287382662
1203	0.4287081562
1204	0.4285980685
1205	0.4285797075
1206	0.4285507722
1207	0.4285244618
1208	0.4284353396
1209	0.4283826059
1210	0.428318818
1211	0.4282623129
1212	0.4282090107
1213	0.4281664847
1214	0.428147173
1215	0.4280754595
1216	0.4280323055
1217	0.427976894
1218	0.4279269045
1219	0.4277942095
1220	0.4277513146
1221	0.4276977702
1222	0.4276023726
1223	0.4275404388
1224	0.4274646828
1225	0.4274369305
1226	0.4273687573
1227	0.4272721674
1228	0.4272260079
1229	0.4271759693
1230	0.4271149195
1231	0.4270667901
1232	0.4269860832
1233	0.4268951043
1234	0.4268462628
1235	0.4268029595
1236	0.4267240412
1237	0.426662417
1238	0.4265903214
1239	0.4265697246
1240	0.4265300654
1241	0.4264485396
1242	0.4263623252
1243	0.4263102802
1244	0.4262435838
1245	0.4262017922
1246	0.4261784059
1247	0.4261431317
1248	0.4260350679
1249	0.4259669647
1250	0.425919424
1251	0.4258552746
1252	0.4257812292
1253	0.425759769
1254	0.4257061938
1255	0.425675663
1256	0.4256366719
1257	0.4255719208
1258	0.4255299164
1259	0.4255104039
1260	0.4254510082
1261	0.4253941765
1262	0.4253262358
1263	0.4252600847
1264	0.4251631093
1265	0.4251230075
1266	0.4250623026
1267	0.424994406
1268	0.4249491669
1269	0.4248927242
1270	0.4248011999
1271	0.4247535104
1272	0.4247216187
1273	0.4246739699
1274	0.4246280408
1275	0.4245688363
1276	0.4245503837
1277	0.4245038299
1278	0.4244520348
1279	0.4243719795
1280	0.4243286034
1281	0.4242888213
1282	0.4242639703
1283	0.4241916124
1284	0.4241668789
1285	0.4241292065
1286	0.4240896485
1287	0.4239805509
1288	0.4239197477
1289	0.4238653147
1290	0.4238309485
1291	0.4237552438
1292	0.4237332064
1293	0.4236236809
1294	0.4235654985
1295	0.4235114879
1296	0.4234567521
1297	0.4233459689
1298	0.423305748
1299	0.4232287968
1300	0.423195349
1301	0.4231665587
1302	0.4231167057
1303	0.4230758896
1304	0.4230112266
1305	0.4229699778
1306	0.4229243129
1307	0.4228350973
1308	0.4227622527
1309	0.4226974876
1310	0.4226557316
1311	0.422600445
1312	0.4225503594
1313	0.422501729
1314	0.4224729654
1315	0.4223418211
1316	0.4222855014
1317	0.4222167161
1318	0.4221456267
1319	0.4221055359
1320	0.4220506329
1321	0.4219978664
1322	0.4219830628
1323	0.4218565179
1324	0.4217895878
1325	0.4217072667
1326	0.4216876909
1327	0.4215723228
1328	0.4214992257
1329	0.4214871123
1330	0.4213753016
1331	0.42128683
1332	0.4212450518
1333	0.4212187332
1334	0.421141193
1335	0.4211162965
1336	0.4210648905
1337	0.4209760344
1338	0.4209026067
1339	0.4208141517
1340	0.4207730703
1341	0.4206760285
1342	0.420644401
1343	0.4206041737
1344	0.420552602
1345	0.4205199514
1346	0.4204464607
1347	0.4204222633
1348	0.4203416177
1349	0.4202592536
1350	0.4202199077
1351	0.4201723889
1352	0.4201385457
1353	0.4200332802
1354	0.4199832996
1355	0.4199340186
1356	0.4198523176
1357	0.4197670394
1358	0.4197415692
1359	0.4197087958
1360	0.4196696363
1361	0.4195933942
1362	0.4195653414
1363	0.419470918
1364	0.4194538414
1365	0.4193789072
1366	0.4192762651
1367	0.4192428991
1368	0.4191709338
1369	0.419125856
1370	0.4190883227
1371	0.4190067308
1372	0.4189668117
1373	0.4189079742
1374	0.4188647315
1375	0.4188354426
1376	0.4187888925
1377	0.4187252507
1378	0.4186892134
1379	0.4186177593
1380	0.4185345961
1381	0.4185089067
1382	0.4184614602
1383	0.4183782868
1384	0.4183202286
1385	0.4182598244
1386	0.4182364615
1387	0.4182106143
1388	0.4181364159
1389	0.4181014276
1390	0.4179654115
1391	0.4179269634
1392	0.4178910733
1393	0.4177843376
1394	0.4177499889
1395	0.4176843353
1396	0.4176328901
1397	0.4176032069
1398	0.4175522572
1399	0.4174798313
1400	0.417401212
1401	0.4173640523
1402	0.4173364271
1403	0.417213658
1404	0.4172053585
1405	0.4171582827
1406	0.4171022212
1407	0.4170741638
1408	0.4170049661
1409	0.4169651501
1410	0.416932961
1411	0.416888693
1412	0.4168347928
1413	0.4167333917
1414	0.4166790363
1415	0.4166363805
1416	0.4165842007
1417	0.4165631699
1418	0.4164985538
1419	0.4164598106
1420	0.4164020327
1421	0.4163515144
1422	0.416290562
1423	0.4162180136
1424	0.416195846
1425	0.4160900045
1426	0.4160548707
1427	0.4160297925
1428	0.4159946013
1429	0.4159266912
1430	0.4158897845
1431	0.4158643279
1432	0.4158262876
1433	0.4157750891
1434	0.4157043806
1435	0.415667922
1436	0.4156331928
1437	0.415606048
1438	0.4155726152
1439	0.4155186793
1440	0.4154401152
1441	0.4153455911
1442	0.4153332257
1443	0.4152704844
1444	0.4152099399
1445	0.4151755247
1446	0.4151334849
1447	0.4151023541
1448	0.4150628285
1449	0.4150076898
1450	0.4149578058
1451	0.414922176
1452	0.4148811038
1453	0.414844834
1454	0.4148191978
1455	0.4147913532
1456	0.4147553
1457	0.4147193461
1458	0.414675638
1459	0.4146550509
1460	0.4146326492
1461	0.4146028029
1462	0.4145367316
1463	0.4145122902
1464	0.4144811113
1465	0.4144131991
1466	0.414354608
1467	0.4143228007
1468	0.4142711445
1469	0.4142206336
1470	0.4141647885
1471	0.4141334659
1472	0.4140962422
1473	0.414043487
1474	0.4139577637
1475	0.4138599309
1476	0.4138170103
1477	0.4137262279
1478	0.4137049964
1479	0.4136703134
1480	0.4136562566
1481	0.4136253573
1482	0.4135875343
1483	0.4135598491
1484	0.4135041113
1485	0.4134394458
1486	0.4133479068
1487	0.413283349
1488	0.413209187
1489	0.4131830798
1490	0.4131502815
1491	0.4130980228
1492	0.4130641256
1493	0.4130144031
1494	0.412947446
1495	0.4129141467
1496	0.4128616407
1497	0.4127795328
1498	0.4127083887
1499	0.412614111
1500	0.4125703645
1501	0.4125307898
1502	0.412496344
1503	0.4123889816
1504	0.4123249871
1505	0.4122769174
1506	0.412244859
1507	0.4122180776
1508	0.4121548585
1509	0.4121109357
1510	0.4120284011
1511	0.4119857682
1512	0.4119303124
1513	0.4118635198
